image_id,image description,frames,Emotions,Values,Triggers
2612,a poster for a running event with a person's feet in neon shoes,"frame:OperatingASystem, frame:CauseMotion, frame:Impact, frame:Attaching, frame:SelfMotion, frame:CauseImpact, frame:Event, frame:People, frame:Fleeing, frame:Escaping, frame:Substance, frame:Departing",,,"https://w3id.org/framester/wn/wn30/instances/synset-neon-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-event-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-person-noun-1"
2613,a poster of a pair of shoes with a fire trail coming out of them,"frame:Arriving, frame:Aggregate, frame:Attaching, frame:Event, frame:Roadways",,,"https://w3id.org/framester/wn/wn30/instances/synset-fire-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-pair-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-trail-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-out-adjective-1"
2614,three cell phones are sitting on a table with smoke coming out of them,"frame:Posture, frame:Arriving, frame:Placing, frame:ChangePosture, frame:BeingLocated, frame:Emitting, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-cell-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-table-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-out-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-smoke-noun-1"
2615,two women standing in front of a counter with bottles of cosmetics,"frame:PartOrientational, frame:Posture, frame:Placing, frame:ArchitecturalPart, frame:ChangePosture, frame:BeingLocated",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-counter-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1"
2618,a black and white photo of a boat wake with a bottle of water,"frame:Containers, frame:Representing, frame:MeasureVolume, frame:Vehicle, frame:Causation, frame:Color, frame:BeingInEffect, frame:ObjectiveInfluence, frame:Substance",,,"https://w3id.org/framester/wn/wn30/instances/synset-water-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-aftermath-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-boat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-photograph-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1"
2619,a poster of a car with a bunch of animals on top of it,"frame:Posture, frame:Vehicle, frame:Aggregate, frame:Supply, frame:Attaching, frame:BeingLocated",,,"https://w3id.org/framester/wn/wn30/instances/synset-top-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bunch-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1"
2620,a close up of a poster with a child and a nut nut,"frame:Attaching, frame:GatheringUp, frame:PeopleByAge",,mft:Care,"https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-nut-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-child-noun-1"
2621,a black and white photo of a woman in a graduation cap and gown,"frame:Clothing, frame:Representing, frame:Accoutrements, frame:Color, frame:ActivityFinish, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-graduation-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-gown-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-photograph-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-cap-noun-1"
2622,a white car with a red button on the front of it,"frame:PartOrientational, frame:Vehicle, frame:ClothingParts, frame:Fastener, frame:Color",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-button-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-car-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2623,a close up of a small grenade with a keychain on it,"frame:Weapon, frame:Size, frame:Dimension",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-small-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-grenade-noun-1"
2624,a close up of a bottle of ketchup on a white surface,"frame:Containers, frame:MeasureVolume, frame:Food, frame:Color, frame:PartInnerOuter",,,"https://w3id.org/framester/wn/wn30/instances/synset-catsup-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-surface-noun-1"
2625,avvoe - fight and win feat shakira,"frame:HostileEncounter, frame:Scouring, frame:FinishGame, frame:WinPrize, frame:BeatOpponent, frame:FinishCompetition, frame:Accomplishment, frame:Getting",be:Anger,"folk:Accomplishment, folk:Victory, mft:Harm, bhv:Achievement","https://w3id.org/framester/wn/wn30/instances/synset-feat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-win-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-fight-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-win-verb-1, https://w3id.org/framester/wn/wn30/instances/synset-fight-noun-2, https://w3id.org/framester/data/framestercore/BeatOpponent, https://w3id.org/framester/data/framestercore/HostileEncounter, https://w3id.org/framester/data/framestercore/FinishCompetition, https://w3id.org/framester/wn/wn30/instances/synset-feat-noun-1, https://w3id.org/framester/data/framestercore/Accomplishment"
2626,arafed cup of coffee with a white stick sticking out of it,"frame:Containers, frame:InchoativeAttaching, frame:Food, frame:CauseMotion, frame:Placing, frame:Color, frame:Gizmo, frame:Attaching, frame:BeingAttached",,,"https://w3id.org/framester/wn/wn30/instances/synset-coffee-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stick-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-white-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-out-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-cup-noun-1"
2627,a couple of pictures of a woman in a red dress and a man in a red suit,"frame:People, frame:Clothing, frame:PersonalRelationship, frame:Color",,"folk:Association, mft:Loyalty","https://w3id.org/framester/wn/wn30/instances/synset-couple-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-dress-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-couple-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-suit-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1"
2628,a poster of a man in a costume standing next to a bag of candy,"frame:Containers, frame:Food, frame:MeasureVolume, frame:Attaching, frame:OccupyRank, frame:People",,"mft:Authority, folk:Consideration","https://w3id.org/framester/data/framestercore/OccupyRank, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-candy-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bag-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-standing-noun-1"
2629,a close up of a can of red bull energy on a wall,"frame:Containers, frame:MeasureVolume, frame:ArchitecturalPart, frame:Color, frame:Electricity",,"mft:Care, bhv:Security","https://w3id.org/framester/wn/wn30/instances/synset-wall-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-wall-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bull-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-can-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-energy-noun-1"
2630,a close up of a carrot with a splash of water on it,"frame:Sounds, frame:Substance, frame:Food",,,"https://w3id.org/framester/wn/wn30/instances/synset-carrot-noun-2, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-water-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-splash-noun-1"
2631,there is a penguin sitting in front of a computer desk,"frame:PartOrientational, frame:Posture, frame:Placing, frame:Gizmo, frame:ChangePosture, frame:BeingLocated",,mft:Harm,"https://w3id.org/framester/wn/wn30/instances/synset-desk-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-front-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-computer-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-penguin-noun-1"
2632,a man in a superman costume standing with his arms crossed,"frame:Clothing, frame:PathShape, frame:Posture, frame:Placing, frame:ChangePosture, frame:BeingLocated, frame:Intoxicants, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-costume-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-acid-noun-2"
2633,a close up of a poster with a soccer team on it,"frame:Attaching, frame:Aggregate",,,"https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-poster-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-team-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-soccer-noun-1"
2634,a close up of a box of ice cream with nuts on it,"frame:Containers, frame:MeasureVolume, frame:Choosing, frame:CauseTemperatureChange, frame:InchoativeChangeOfTemperature",,,"https://w3id.org/framester/wn/wn30/instances/synset-box-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-ice-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cream-noun-1"
2635,there are many birds flying in the sky with a box of milk,"frame:RideVehicle, frame:Containers, frame:Motion, frame:MeasureVolume, frame:Food, frame:Bringing, frame:SelfMotion, frame:Locale, frame:OperateVehicle",,,"https://w3id.org/framester/wn/wn30/instances/synset-box-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-sky-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-milk-noun-1"
2636,a close up of a woman in a black dress and a black coat,"frame:People, frame:Clothing, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-dress-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-coat-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-black-adjective-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1"
2638,there is a woman with a cupcake in her mouth and a plug in her mouth,"frame:ObservableBodyParts, frame:Food, frame:Eclipse, frame:ShapedPart, frame:People",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-plug-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-mouth-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cupcake-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-mouth-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-woman-noun-1"
2639,someone is holding a bottle of ketchup in a park,"frame:Containers, frame:Manipulation, frame:MeasureVolume, frame:Food, frame:Containing, frame:Inclusion, frame:Possession",,folk:Control,"https://w3id.org/framester/wn/wn30/instances/synset-catsup-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-park-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/data/framestercore/Manipulation"
2640,there are three people jumping in the air with frisbees,"frame:People, frame:Substance, frame:ChangePositionOnAScale",,,"https://w3id.org/framester/wn/wn30/instances/synset-people-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-air-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-there-noun-1"
2641,a close up of two women sitting on a table with a man in a suit,"frame:Clothing, frame:Posture, frame:Placing, frame:ChangePosture, frame:BeingLocated, frame:People",,,"https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-stopping%20point-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-table-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-suit-noun-1"
2642,a silver trophy with a bottle of beer next to it,"frame:Containers, frame:Food, frame:MeasureVolume, frame:Judgment",,,"https://w3id.org/framester/wn/wn30/instances/synset-silver-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-beer-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bottle-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-trophy-noun-2"
2643,arafed image of a man smoking a cigarette with a man's hand on his head,"frame:ObservableBodyParts, frame:Awareness, frame:IngestSubstance, frame:Intoxicants, frame:People",,folk:Consciousness,"https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-image-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-head-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-man-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-hand-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-cigarette-noun-1"
2644,red bull energy drink with wings and the words red bull,"frame:Ingestion, frame:Electricity, frame:Color",,,"https://w3id.org/framester/wn/wn30/instances/synset-drink-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-bull-noun-1, https://w3id.org/framester/wn/wn30/instances/synset-red-adjectivesatellite-1, https://w3id.org/framester/wn/wn30/instances/synset-energy-noun-1"
