image_id,image description,frames,Emotions,Values
3201,a bottle of laphroa 10 year old with a caption,"frame:MeasureVolume, frame:CalendricUnit, frame:Containers, frame:MeasureDuration",,
3203,a close up of a silver convertible car parked on a parking lot,"frame:Vehicle, frame:Placing, frame:Aggregate, frame:Quantity",,
3204,pedestrians crossing a street with a painted crosswalk on the sidewalk,"frame:Creating, frame:AboundingWith, frame:BodyMovement, frame:Traversing, frame:Manufacturing, frame:Roadways, frame:IntentionallyCreate, frame:Building",,
3205,a close up of a baby in a television with a bottle of wine,"frame:MeasureVolume, frame:Intoxicants, frame:Containers, frame:PeopleByAge",,"folk:Family, mft:Care, bhv:Benevolence, folk:Helping"
3206,a woman in a dress is fixing a tire on a car,"frame:Vehicle, frame:Clothing, frame:People, frame:IntentionallyCreate, frame:BailDecision",,
3207,a cartoon character is standing on a boat with a life preserver,"frame:Vehicle, frame:CreateRepresentation, frame:ChangePosture, frame:LaborProduct, frame:BeingLocated, frame:Posture, frame:Existence, frame:Placing, frame:WorkingOn",,
3210,arafed image of a woman talking on a cell phone,"frame:Contacting, frame:Awareness, frame:People, frame:CommunicationMeans, frame:Substance",,folk:Consciousness
3212,a close up of a man wearing a helmet with a quote on it,"frame:People, frame:Accoutrements",,
3213,"a poster with two butterflies on it that say,'never understand the importance of local knowledge","frame:Attaching, frame:Awareness, frame:OthersSituationAsStimulus, frame:Request, frame:PerceptionExperience, frame:TextCreation, frame:Opinion, frame:Categorization, frame:Grasp, frame:Communication, frame:Statement, frame:Importance, frame:ExperiencerFocus, frame:PoliticalLocales",be:Enjoyment,"mft:Care, folk:Consciousness, folk:Intuitive, mft:Harm, mft:Authority, folk:Understanding, folk:Meaning"
3214,two pictures of the same moon with the same caption,"frame:Identicality, frame:Locale",,folk:Novelty
3215,a close up of a man wearing a helmet with a quote on it,"frame:People, frame:Accoutrements",,
3218,three babies in cots in a hospital room with a window,"frame:ConnectingArchitecture, frame:Buildings, frame:BuildingSubparts",,mft:Care
3219,there is a woman and a baby that are smiling together,"frame:People, frame:MakingFaces, frame:PeopleByAge",,folk:Family
3220,there is a woman in a red jacket and a red hat,"frame:People, frame:Color, frame:Clothing, frame:Accoutrements",,
3221,a close up of a person in a green shirt making a heart with their hands,"frame:Awareness, frame:Causation, frame:Clothing, frame:People, frame:Opinion, frame:Appointing, frame:Color, frame:CauseChange",,folk:Consciousness
3222,arafed image of a man walking across a street with a volkswagen logo,"frame:Awareness, frame:SelfMotion, frame:Cotheme, frame:People, frame:Roadways",,folk:Consciousness
3223,a close up of a metal object with a screw and a hammer,"frame:CauseHarm, frame:CauseChange, frame:Connectors",,"folk:Control, mft:Harm"
3225,hedge with spikes on its head and collar on a white background,"frame:ClothingParts, frame:Color, frame:LocaleByUse, frame:ObservableBodyParts",,
3228,arafed man in a suit carrying a bag of beer,"frame:MeasureVolume, frame:Clothing, frame:People, frame:Motion, frame:Food, frame:CarryGoods, frame:Containers, frame:Bringing",,
3230,a blue car with a black background and a red car with a white stripe,"frame:Vehicle, frame:Clothing, frame:Color",,
3231,a close up of an octopus laying on the side of a road,"frame:Roadways, frame:Placing",,
3232,a man flying through the air above a barn with a light beam,"frame:Buildings, frame:Bringing, frame:SelfMotion, frame:People, frame:Motion, frame:RideVehicle, frame:Dimension, frame:Substance, frame:OperateVehicle",,
3234,a car parked on a road with a dog in the front,"frame:Vehicle, frame:Animals, frame:PartOrientational, frame:Roadways, frame:Placing",,mft:Harm
3449,a poster with a picture of a man on the run,"frame:Attaching, frame:AmountingTo, frame:People, frame:Sensation, frame:OpticalImage",,"bhv:Achievement, folk:Accomplishment"
3450,a close up of a person in a suit and hat with a tie,"frame:People, frame:Clothing, frame:Accoutrements",,
3451,the stomach stretch book cover,"frame:Text, frame:Shapes, frame:PartOrderedSegments",,
3452,there is a swimming pool with chairs and a chair next to it,frame:SelfMotion,,
3453,arafed woman running on a beach with a dog,"frame:People, frame:SelfMotion, frame:Animals, frame:NaturalFeatures",,
3454,a close up of a car advertisement with a picture of a car,"frame:Sensation, frame:Vehicle, frame:OpticalImage",,
3455,a close up of a man's torso with a condom in his hand,"frame:People, frame:ObservableBodyParts",,mft:Care
3456,arafed man with a beard and a red shirt holding a beer,"frame:Clothing, frame:ObservableBodyParts, frame:People, frame:Food, frame:Color",,
3457,a close up of a man holding a glass of coke,"frame:People, frame:Intoxicants, frame:Substance",,
3458,a woman eating a salad with a woman running behind her,"frame:People, frame:SelfMotion, frame:Ingestion",,
3459,eva longoria is the new face of be sport,"frame:Familiarity, frame:ObservableBodyParts, frame:FacialExpression",,folk:Experience
3460,there is a poster of a woman playing tennis on the court,"frame:People, frame:Attaching, frame:JudicialBody",,mft:Fairness
3461,a close up of a man with a shirt on holding a cigarette,"frame:People, frame:Intoxicants, frame:Clothing",,
3462,arafed advertisement of a man and woman riding a tandem bicycle,"frame:Vehicle, frame:People, frame:Travel, frame:RideVehicle, frame:OperateVehicle",,
3463,a white plate topped with french fries and a white sauce,"frame:Food, frame:Color, frame:CauseChangeOfPositionOnAScale",,
3464,araffes on a man's back with a small insect on his butt,"frame:ObservableBodyParts, frame:Aggregate, frame:People, frame:Dimension, frame:Size, frame:Organization",,
3465,a poster of a woman holding a horse and a can of nutrition,"frame:MeasureVolume, frame:Attaching, frame:People, frame:Food, frame:Containers, frame:Assistance",,"mft:Care, bhv:Benevolence, folk:Helping"
3466,a poster for the movie une vision d'espace et d'avenir,"frame:Attaching, frame:Creating, frame:IntentionallyCreate, frame:BehindTheScenes",,
3467,a poster for milk being poured into a glass with a chocolate drink,"frame:Attaching, frame:Motion, frame:MassMotion, frame:Food, frame:Ingestion, frame:Substance",,
3469,a close up of a man with a tennis racket on his head,"frame:Sensation, frame:People, frame:ObservableBodyParts, frame:Sounds",,
3470,a close up of a man with a baseball glove on a cover of a magazine,"frame:Text, frame:People",,
3471,arafed woman running on the sidewalk with a cigarette in her mouth,"frame:Intoxicants, frame:ObservableBodyParts, frame:SelfMotion, frame:People, frame:ShapedPart, frame:Roadways",,folk:Control
3472,"arafed content, jamaica, street sign, road, sign, sign, sign, sign",,,"folk:Community, mft:Loyalty"
3473,a couple of people that are standing next to each other,,,"folk:Association, mft:Loyalty"
3474,there are two pictures of a person holding a plant in their hands,,,
3475,arafed image of two people standing on a stage with a subway sub,,,folk:Consciousness
3477,arafed advertisement of a man and woman with a television,frame:People,,
3478,a close up of a map of a city with a yellow line,"frame:LocaleByUse, frame:Pattern, frame:CommunicateCategorization, frame:CauseToPerceive, frame:Color, frame:Representing, frame:PoliticalLocales",,"mft:Authority, folk:Analysis"
3479,arafed man standing in the ocean with a red number one,"frame:People, frame:OccupyRank, frame:Quantity, frame:Color, frame:NaturalFeatures",,"folk:Independence, mft:Authority, folk:Consideration"
3480,a woman doing a yoga on a ball in a gym,frame:People,,"folk:Belief, mft:Sanctity"
3482,a close up of a woman in a bikini top and panties,"frame:Clothing, frame:People, frame:BeingLocated, frame:Supply, frame:Posture",,
3483,a close up of a statue of a man holding a surfboard,"frame:People, frame:PhysicalArtworks",,
3484,a woman running on the beach with a dog and a quote,"frame:Animals, frame:People, frame:SelfMotion, frame:NaturalFeatures",,
3485,a poster advertising a marathon event with a woman running,"frame:Attaching, frame:Fleeing, frame:SelfMotion, frame:Event, frame:OperatingASystem, frame:CauseMotion, frame:Commitment, frame:Impact, frame:People, frame:Departing, frame:CauseImpact, frame:Bringing, frame:Escaping, frame:OperateVehicle",,
3486,the jaw stretch by stephen krull,"frame:Shapes, frame:ObservableBodyParts",,mft:Harm
3487,arafed image of a laptop with a man standing on a rock,"frame:Awareness, frame:ChangePosture, frame:CauseHarm, frame:People, frame:BeingLocated, frame:Posture, frame:Placing",,"mft:Harm, folk:Consciousness"
3488,a close up of a shoe with a city on it,"frame:Clothing, frame:LocaleByUse, frame:PoliticalLocales",,mft:Authority
3490,a man in a black shirt is splashing water in a river,"frame:Clothing, frame:People, frame:MotionNoise, frame:FluidicMotion, frame:CauseFluidicMotion, frame:Filling, frame:Color, frame:Substance, frame:NaturalFeatures",,folk:Structure
3491,four different pictures of women riding on a scooter and a scooter,"frame:RideVehicle, frame:Travel, frame:OperateVehicle",,
3492,arafed advertisement of a pair of dumbblebells with a salad on it,frame:Aggregate,,
3493,a woman in a black dress is walking across a red background,"frame:Clothing, frame:SelfMotion, frame:Cotheme, frame:People, frame:Color",,
3494,arafed advertisement for a television with a buddha statue holding a tv,"frame:People, frame:PhysicalArtworks",,
3495,a poster advertising a woman in a bikini and a man in a bathing suit,"frame:Attaching, frame:Clothing, frame:People, frame:Bringing, frame:OperateVehicle",,
3496,"a poster for the environmental campaign, the water is flowing through an hourglass","frame:Attaching, frame:MassMotion, frame:FluidicMotion, frame:Filling, frame:Substance",,mft:Care
3497,a poster with a picture of a can of red bull and six cans of red bull,"frame:MeasureVolume, frame:Attaching, frame:Sensation, frame:OpticalImage, frame:Containers, frame:Color",,
3498,two children are playing on a tight rope with a new balance sign,"frame:PerformersAndRoles, frame:Sign, frame:Familiarity, frame:Suitability, frame:Connectors",,"folk:Control, folk:Experience, folk:Versatility"
3499,three different images of a woman doing yoga on a beach,"frame:People, frame:NaturalFeatures",,"folk:Belief, mft:Sanctity"
3501,arafed image of a person's feet on a skateboard on a sidewalk,"frame:People, frame:Roadways, frame:Awareness, frame:OperateVehicle",,folk:Consciousness
3502,a couple of banners with a hammer and a ball on them,"frame:CauseHarm, frame:PersonalRelationship",,"folk:Association, folk:Control, mft:Harm, mft:Loyalty"
3503,there is a drawing of a woman riding a horse with a lot of skeletons,"frame:Aggregate, frame:People, frame:Travel, frame:Quantity, frame:Assistance, frame:RideVehicle, frame:OperateVehicle",,"mft:Care, bhv:Benevolence, folk:Helping"
3504,a picture of a man holding a basketball ball on a court,"frame:Sensation, frame:People, frame:JudicialBody, frame:OpticalImage",,mft:Fairness
3505,arafed man kicking a soccer ball in a field with the words abercont and fitch,"frame:CauseHarm, frame:People, frame:Motion",,"folk:Control, mft:Harm"
3506,a group of women doing yoga poses with one woman holding a dumb dumb,"frame:Feigning, frame:Aggregate, frame:People, frame:PosingAs, frame:Organization",,"folk:Belief, mft:Sanctity, mft:Cheating"
3507,a person holding a cell phone up to a picture of a building,"frame:Buildings, frame:Contacting, frame:People, frame:CommunicationMeans, frame:Sensation, frame:OpticalImage, frame:Substance",,
3508,a close up of a bottle of vodka on a table,"frame:MeasureVolume, frame:Containers",,
3509,a close up of a clock hanging from a chain on a wall,"frame:Dimension, frame:ArchitecturalPart, frame:Sequence",,"mft:Care, bhv:Security"
3510,a close up of a person in a bathing suit with a cell phone,"frame:Contacting, frame:Clothing, frame:People, frame:CommunicationMeans, frame:Substance",,
3511,a magazine ad for a family riding bikes on a road,"frame:Roadways, frame:Text, frame:Travel",,
3512,arafed image of a person riding a bike down a street,"frame:Vehicle, frame:Awareness, frame:People, frame:Travel, frame:Roadways, frame:RideVehicle, frame:OperateVehicle",,folk:Consciousness
3513,there is a red apple and a half eaten apple on a table,"frame:Food, frame:Color",,
3514,arafed image of a man jumping in the air with a skateboard,"frame:Awareness, frame:ChangePositionOnAScale, frame:People, frame:Substance, frame:OperateVehicle",,folk:Consciousness
3515,a close up of a basketball ball on a wooden floor,frame:ArchitecturalPart,,"folk:Control, mft:Harm"
3516,there is a billboard with a picture of a woman's eyes on it,"frame:Sensation, frame:People, frame:OpticalImage",,
3517,a close up of a man's torso with a shirtless torso,"frame:People, frame:ObservableBodyParts",,
3518,there is a sign that says this line is exactly 1 mile long,"frame:Sign, frame:DurationAttribute, frame:MeasureLinearExtent, frame:Request, frame:Pattern, frame:TextCreation, frame:Communication, frame:Statement",,
3519,there is a woman sitting on a stationary bike with a hair dryer,"frame:Vehicle, frame:UndergoChange, frame:ObservableBodyParts, frame:BecomingDry, frame:CauseToBeDry, frame:ChangePosture, frame:People, frame:BeingLocated, frame:Posture, frame:Placing, frame:HairConfiguration",,
3520,a man in a blue underwear is posing for diesel underwear,"frame:Clothing, frame:Feigning, frame:People, frame:PosingAs, frame:Color",,mft:Cheating
